CS,Density,WC,pH,EC,F,G,Pollen_analysis,Viscosity,Purity,Price
3.15,1.85,18.75,6.48,0.77,39.68,26.37,Lavender,2268.03,0.66,395.35
2.71,1.78,16.71,2.73,0.79,41.5,36.84,Lavender,5069.24,0.66,399.58
4.83,1.5,22.4,3.68,0.78,45.77,29.5,Chestnut,2540.85,1.0,966.61
9.42,1.31,19.04,2.65,0.89,41.6,30.3,Eucalyptus,6997.5,0.66,459.59
7.47,1.65,23.99,4.14,0.73,32.49,20.02,Lavender,4698.4,0.82,493.25
6.69,1.49,19.37,4.69,0.88,46.71,42.58,Alfalfa,7744.24,1.0,432.62
4.85,1.28,20.7,7.02,0.75,27.73,25.06,Rosemary,3845.64,0.97,733.82
5.55,1.77,17.52,4.64,0.8,35.42,38.02,Clover,5171.0,1.0,211.13
3.48,1.85,18.18,6.34,0.8,25.2,31.14,Borage,5867.61,0.66,492.92
3.18,1.46,18.81,3.35,0.83,44.13,38.01,Sage,8364.36,0.82,761.27
4.32,1.49,17.25,5.97,0.85,27.0,36.59,Alfalfa,9758.03,0.84,365.5
1.52,1.63,12.47,4.62,0.75,48.24,25.74,Manuka,6230.51,0.82,802.69
6.67,1.76,18.42,5.14,0.88,39.62,38.32,Thyme,7759.37,0.99,908.88
2.35,1.79,12.68,6.55,0.84,31.72,23.64,Chestnut,4775.29,0.66,634.8
8.76,1.69,24.43,7.42,0.85,38.23,40.55,Thyme,5942.83,0.66,601.7
4.64,1.56,19.37,4.8,0.84,46.06,41.83,Wildflower,4543.1,0.8,256.46
5.4,1.21,15.07,5.9,0.86,45.4,32.49,Sage,4178.57,0.97,900.34
6.02,1.32,19.82,6.73,0.74,36.68,30.43,Orange Blossom,8362.62,0.99,249.37
5.79,1.39,23.71,3.24,0.89,32.8,36.48,Buckwheat,9633.39,1.0,684.45
1.14,1.31,14.95,3.79,0.72,31.32,25.11,Rosemary,7425.73,0.84,635.59
6.44,1.51,13.04,3.35,0.74,43.16,31.05,Borage,6235.21,1.0,744.91
1.85,1.44,19.95,6.28,0.77,30.12,27.79,Heather,5324.07,0.92,853.98
1.97,1.63,23.48,5.59,0.86,26.95,41.26,Alfalfa,5561.08,0.64,275.45
5.56,1.75,13.93,4.78,0.85,34.58,44.92,Orange Blossom,2581.07,1.0,251.38
9.52,1.25,19.37,3.36,0.82,32.77,42.96,Buckwheat,2797.48,0.82,559.08
2.91,1.59,21.5,2.92,0.87,35.94,39.27,Blueberry,3007.58,0.68,645.24
1.29,1.81,22.34,4.94,0.8,36.77,31.44,Alfalfa,2481.22,0.82,352.51
1.32,1.33,20.76,4.66,0.73,43.17,40.28,Buckwheat,2006.68,0.77,526.89
1.43,1.85,18.39,5.58,0.77,22.88,24.13,Clover,3185.96,0.64,134.43
7.11,1.63,12.89,5.18,0.7,31.31,43.74,Tupelo,4300.07,0.97,905.45
7.02,1.28,17.15,5.48,0.87,26.9,27.61,Blueberry,5957.29,1.0,946.46
2.62,1.48,20.3,5.39,0.73,49.78,36.59,Manuka,4338.39,0.66,646.3
8.25,1.45,15.5,5.33,0.8,48.13,41.72,Heather,3659.41,0.88,812.26
6.06,1.44,13.14,5.45,0.83,40.03,29.93,Avocado,9132.06,1.0,976.69
4.71,1.78,17.91,2.56,0.73,29.21,40.95,Chestnut,4169.46,0.85,818.59
4.31,1.77,24.38,5.13,0.78,23.53,20.13,Manuka,3223.09,0.64,621.87
3.98,1.42,23.93,5.3,0.71,39.77,35.0,Orange Blossom,7362.79,0.92,231.76
6.77,1.83,23.48,5.4,0.78,33.59,32.83,Lavender,8978.22,0.99,599.01
1.27,1.37,21.2,5.35,0.75,20.26,39.68,Alfalfa,1804.85,0.88,378.49
6.9,1.5,12.15,5.22,0.8,27.31,37.42,Chestnut,2411.56,0.94,913.4
9.15,1.39,19.48,2.73,0.87,27.82,31.36,Eucalyptus,3422.86,0.9,626.4
5.52,1.66,20.1,4.21,0.79,48.23,23.75,Lavender,6586.24,1.0,603.85
1.02,1.32,24.86,4.58,0.81,22.08,35.71,Tupelo,2031.0,0.8,744.25
1.95,1.66,14.52,5.1,0.72,48.08,43.3,Blueberry,5235.1,0.64,602.62
9.56,1.24,14.8,7.0,0.79,29.91,40.13,Orange Blossom,7616.91,0.64,160.06
2.67,1.67,14.82,6.07,0.89,30.52,35.04,Borage,5311.03,0.68,507.83
3.97,1.72,24.3,6.03,0.88,38.13,33.03,Sunflower,8747.59,0.68,604.01
5.37,1.49,20.31,5.83,0.75,39.07,32.77,Sage,3615.29,0.99,918.88
6.18,1.58,18.54,3.92,0.71,47.37,43.65,Avocado,6801.32,1.0,976.69
6.48,1.8,16.57,5.27,0.72,25.48,36.0,Acacia,8191.56,0.97,528.18
4.58,1.25,13.94,4.15,0.86,40.23,42.91,Sage,6823.27,0.8,738.09
4.53,1.4,15.04,3.83,0.87,48.85,28.53,Buckwheat,5615.1,1.0,684.45
8.2,1.36,12.15,3.64,0.78,44.69,31.32,Sage,2340.73,1.0,926.3
7.02,1.74,14.37,4.05,0.78,48.61,23.53,Clover,4569.22,1.0,211.13
4.71,1.84,15.53,5.11,0.88,20.63,41.23,Wildflower,6733.11,0.64,204.93
3.9,1.29,12.28,6.96,0.78,43.94,38.08,Sunflower,5364.35,0.66,586.28
5.1,1.36,17.9,6.99,0.72,30.84,34.5,Clover,6328.28,1.0,211.13
3.32,1.53,24.3,6.47,0.79,27.16,20.67,Rosemary,9555.34,0.61,460.31
2.47,1.84,17.34,3.16,0.75,35.77,39.92,Thyme,2582.68,1.0,916.22
8.07,1.52,15.38,4.15,0.83,23.4,36.71,Borage,9959.72,0.8,592.06
2.39,1.26,15.01,4.61,0.82,22.64,34.85,Acacia,8345.56,0.82,446.59
2.16,1.84,12.28,5.54,0.74,27.49,26.16,Borage,3429.05,0.66,492.92
2.43,1.43,23.18,3.27,0.89,26.96,38.61,Manuka,3232.4,1.0,976.69
8.72,1.71,19.68,2.85,0.72,33.31,31.8,Blueberry,2706.48,0.68,645.24
7.97,1.49,16.35,6.33,0.7,23.63,32.61,Orange Blossom,7827.01,0.66,166.35
2.08,1.66,15.49,6.76,0.7,34.15,28.22,Wildflower,6327.85,0.68,219.42
3.33,1.3,13.47,5.58,0.77,36.83,21.93,Rosemary,7632.35,0.66,495.81
6.21,1.61,15.17,4.04,0.77,43.51,20.22,Sage,2514.04,1.0,926.3
7.29,1.59,19.98,3.72,0.77,22.69,31.96,Alfalfa,8166.22,0.82,355.54
4.37,1.41,24.45,5.16,0.86,28.36,28.25,Thyme,8393.59,0.9,826.35
1.5,1.22,21.72,4.83,0.84,28.6,37.05,Rosemary,4938.33,0.82,620.47
2.22,1.5,17.63,6.67,0.77,28.61,32.33,Heather,3951.46,0.87,807.62
5.89,1.82,12.52,4.12,0.82,24.24,23.86,Manuka,3500.54,1.0,976.69
1.79,1.81,13.85,6.1,0.77,36.32,29.85,Alfalfa,2008.14,0.66,283.24
2.84,1.37,24.04,5.31,0.87,32.53,20.61,Manuka,5510.15,0.9,876.0
6.85,1.49,22.18,4.62,0.74,46.81,33.73,Eucalyptus,5417.97,1.0,694.53
7.92,1.54,19.54,4.69,0.88,21.97,40.59,Rosemary,9418.52,0.8,601.58
9.33,1.62,24.77,3.0,0.88,42.41,27.15,Avocado,9973.24,0.8,776.29
2.57,1.78,15.53,2.67,0.73,26.77,23.84,Chestnut,5964.9,0.64,615.46
2.87,1.53,17.12,2.73,0.85,38.24,27.72,Avocado,8720.11,0.89,871.11
1.34,1.63,17.65,4.63,0.74,45.76,31.2,Lavender,8111.24,1.0,603.85
3.69,1.3,18.04,5.46,0.83,23.76,21.39,Chestnut,6767.22,0.85,818.59
8.05,1.32,24.27,3.47,0.9,27.25,35.79,Clover,7998.53,0.82,173.51
3.65,1.8,12.38,3.67,0.77,49.29,35.77,Rosemary,6895.33,0.82,620.47
6.04,1.25,19.66,5.08,0.86,44.29,37.49,Alfalfa,8648.7,0.97,420.49
1.94,1.76,22.47,4.88,0.75,40.7,43.99,Buckwheat,9921.16,0.77,526.89
6.13,1.79,17.27,7.37,0.85,25.14,35.43,Buckwheat,4906.57,1.0,684.45
5.03,1.65,24.0,4.24,0.79,49.02,24.73,Acacia,7612.08,1.0,543.41
3.42,1.84,24.79,3.53,0.83,37.37,25.76,Borage,6821.82,0.84,627.1
5.07,1.75,20.14,4.74,0.76,40.04,23.51,Acacia,5315.6,1.0,543.41
3.61,1.83,16.31,6.97,0.72,49.53,22.33,Thyme,4487.37,0.64,583.37
1.28,1.84,22.35,4.83,0.87,41.4,40.81,Sage,9274.91,0.8,738.09
7.49,1.49,19.63,5.99,0.8,35.23,39.72,Orange Blossom,8463.38,0.68,171.38
3.4,1.5,22.6,7.2,0.84,49.81,26.23,Buckwheat,9887.61,0.64,434.43
5.05,1.85,13.86,5.31,0.76,33.89,36.15,Buckwheat,6955.0,0.99,678.97
4.32,1.38,21.46,3.87,0.71,48.34,20.27,Acacia,5572.82,1.0,543.41
1.07,1.53,14.11,3.82,0.71,31.63,35.1,Borage,9542.07,0.82,606.97
1.88,1.28,18.8,4.35,0.73,35.83,32.3,Orange Blossom,2357.41,0.82,204.84
5.28,1.35,23.2,4.37,0.83,49.55,27.08,Rosemary,9635.16,1.0,754.98
9.53,1.64,16.36,5.8,0.86,34.97,25.73,Tupelo,1758.73,0.66,613.07
7.99,1.37,22.99,2.63,0.86,28.36,30.31,Thyme,3125.08,0.9,826.35
1.77,1.58,13.07,7.13,0.89,38.08,27.75,Heather,4007.21,0.68,631.49
6.71,1.34,20.18,7.02,0.74,41.27,23.86,Rosemary,4514.69,0.95,714.93
2.68,1.34,13.83,3.81,0.85,43.27,34.42,Avocado,8686.17,0.82,802.69
4.28,1.62,18.97,4.13,0.76,26.27,22.5,Tupelo,3584.02,0.8,746.12
4.35,1.22,12.6,5.32,0.72,40.48,38.27,Lavender,5410.46,0.66,399.58
9.33,1.66,24.94,6.68,0.81,38.12,21.71,Clover,2999.09,0.66,138.65
3.91,1.66,21.35,3.68,0.77,38.0,20.01,Thyme,6346.31,0.82,748.4
9.53,1.84,16.56,7.49,0.81,26.63,21.91,Rosemary,9721.07,0.61,460.31
8.6,1.36,12.35,3.96,0.77,23.62,21.99,Orange Blossom,2915.28,0.8,200.31
2.56,1.65,18.64,4.9,0.75,36.39,24.56,Eucalyptus,7901.01,0.82,567.31
7.06,1.63,22.52,3.09,0.79,41.61,33.91,Tupelo,4290.78,1.0,936.38
6.11,1.29,21.82,6.69,0.83,21.54,21.7,Acacia,9243.51,0.95,514.58
4.97,1.83,20.78,6.4,0.89,23.7,31.44,Acacia,6081.91,0.97,528.18
4.59,1.48,15.1,4.62,0.76,40.21,22.03,Sage,8557.32,0.8,738.09
1.99,1.69,15.25,3.1,0.71,43.24,23.06,Lavender,9190.48,0.8,481.16
4.13,1.42,22.49,5.98,0.88,23.43,20.42,Clover,7843.11,0.88,185.13
2.33,1.44,19.43,4.43,0.87,45.26,29.07,Thyme,3015.75,1.0,916.22
9.22,1.55,15.49,4.36,0.8,45.06,41.06,Lavender,3963.88,0.8,481.16
3.21,1.73,20.29,7.49,0.89,25.7,40.17,Alfalfa,2631.2,0.64,275.45
9.96,1.58,20.11,3.11,0.85,21.48,37.39,Sunflower,8490.66,0.82,728.14
3.56,1.75,12.78,3.57,0.9,48.83,31.54,Thyme,2030.66,0.8,728.23
6.55,1.3,16.41,5.26,0.77,28.1,30.28,Buckwheat,3885.41,0.97,665.27
6.29,1.86,24.56,4.31,0.73,41.63,29.1,Avocado,8629.28,1.0,976.69
2.71,1.39,14.92,2.51,0.86,42.02,28.92,Buckwheat,5052.83,0.9,617.31
9.7,1.57,18.19,4.14,0.86,43.37,22.33,Lavender,5302.97,0.8,481.16
4.48,1.38,17.23,3.73,0.74,38.91,41.17,Clover,7413.15,1.0,211.13
6.74,1.63,22.86,3.3,0.81,23.43,39.52,Eucalyptus,2443.75,1.0,694.53
9.78,1.65,24.25,4.9,0.84,36.75,22.79,Buckwheat,2517.64,0.82,559.08
1.9,1.62,22.02,4.79,0.77,41.2,22.0,Lavender,7807.42,0.8,481.16
2.49,1.69,18.82,2.58,0.83,32.16,21.32,Acacia,7302.88,0.66,356.87
4.95,1.79,19.52,4.82,0.85,34.55,24.23,Thyme,7362.61,1.0,916.22
3.29,1.67,19.92,5.92,0.86,45.26,22.37,Thyme,1574.53,0.61,558.62
4.62,1.82,15.29,4.01,0.89,34.84,28.81,Tupelo,4903.73,0.84,788.3
1.73,1.39,23.28,4.69,0.83,37.75,44.64,Clover,4025.7,1.0,211.13
9.37,1.81,20.73,3.46,0.79,23.58,26.05,Buckwheat,6999.66,0.82,562.51
2.8,1.38,16.91,4.34,0.85,34.44,27.71,Borage,5414.21,1.0,744.91
5.7,1.64,20.21,5.91,0.88,31.02,36.39,Borage,9581.52,0.96,718.81
7.62,1.22,22.06,3.05,0.75,33.69,44.26,Acacia,4033.63,0.82,443.87
5.44,1.64,12.21,3.97,0.74,26.89,35.05,Buckwheat,6695.69,1.0,684.45
7.32,1.36,14.78,6.99,0.76,27.63,20.92,Wildflower,3055.46,0.64,204.93
9.01,1.55,24.52,4.97,0.88,20.96,29.18,Thyme,3714.22,0.82,752.99
9.4,1.35,18.38,5.15,0.82,27.44,30.32,Thyme,6905.85,0.66,606.29
9.36,1.69,16.93,7.35,0.86,49.65,42.27,Tupelo,7472.49,0.85,792.98
2.62,1.49,14.15,7.2,0.77,27.87,27.55,Heather,2230.76,0.64,587.93
1.14,1.35,14.08,2.69,0.85,22.05,41.32,Buckwheat,4123.24,0.64,435.8
8.22,1.53,15.08,3.07,0.8,37.97,30.3,Buckwheat,7100.23,0.84,576.21
8.04,1.56,22.31,3.25,0.7,29.35,41.26,Blueberry,6308.61,0.8,754.16
6.28,1.64,13.52,5.57,0.86,27.07,40.33,Thyme,8950.34,0.95,867.61
9.62,1.43,16.05,3.75,0.82,37.23,21.45,Orange Blossom,4231.33,1.0,251.38
3.05,1.32,22.43,5.1,0.85,24.86,27.53,Sage,3141.79,0.66,612.96
2.87,1.55,18.09,5.17,0.87,21.78,29.27,Manuka,7008.17,0.87,851.56
9.95,1.36,12.29,4.67,0.79,44.88,31.22,Sage,3576.54,1.0,926.3
8.92,1.76,18.07,6.66,0.89,20.8,44.62,Sunflower,5182.36,0.85,750.31
8.98,1.4,13.39,5.01,0.85,31.06,38.34,Borage,4005.99,0.92,686.75
7.6,1.8,12.17,5.73,0.74,30.61,27.57,Lavender,3323.54,0.68,411.67
7.79,1.71,24.8,5.51,0.9,33.02,44.98,Eucalyptus,1611.43,0.63,437.35
8.08,1.71,18.92,4.52,0.87,49.73,32.64,Lavender,7265.5,0.82,496.27
9.57,1.4,21.52,6.16,0.82,40.9,42.69,Chestnut,2237.39,0.85,821.49
8.69,1.48,23.58,7.17,0.77,41.38,22.0,Lavender,8537.63,0.64,384.48
9.05,1.41,20.38,5.52,0.75,32.13,43.17,Clover,5215.73,0.9,189.36
7.23,1.43,22.72,4.28,0.84,37.01,31.48,Wildflower,9853.8,1.0,321.85
4.61,1.8,16.78,5.22,0.75,44.29,37.47,Avocado,6136.56,0.66,646.3
3.16,1.27,12.73,7.0,0.85,33.71,41.39,Eucalyptus,5290.1,0.66,456.11
8.25,1.46,12.53,4.69,0.78,48.19,42.72,Acacia,1721.73,0.77,418.31
1.68,1.59,24.37,5.87,0.71,29.22,21.42,Acacia,8520.61,0.64,345.99
6.65,1.39,14.83,5.42,0.75,20.78,25.75,Lavender,4112.85,1.0,603.85
3.74,1.41,24.55,7.2,0.87,34.71,20.71,Tupelo,8125.16,0.9,839.84
7.09,1.32,15.58,4.07,0.89,48.12,25.51,Wildflower,1776.19,1.0,321.85
5.84,1.37,19.53,7.18,0.75,36.13,30.83,Sunflower,7262.97,1.0,885.99
5.59,1.67,16.61,5.42,0.76,28.86,26.89,Chestnut,5181.46,0.97,939.52
3.45,1.48,13.9,7.25,0.71,48.5,32.41,Orange Blossom,6230.59,0.66,166.35
5.99,1.62,14.43,5.16,0.73,40.65,36.5,Clover,5626.85,0.97,205.21
3.95,1.75,24.92,5.12,0.73,37.54,42.15,Buckwheat,7339.86,0.66,449.49
3.74,1.63,23.77,4.06,0.79,42.73,23.88,Acacia,6056.17,0.8,433.0
5.24,1.32,15.23,3.74,0.87,25.8,34.16,Sunflower,1971.96,1.0,885.99
4.37,1.65,21.25,3.66,0.76,21.28,35.85,Alfalfa,9297.53,0.82,355.54
8.35,1.35,15.33,3.21,0.78,37.07,43.25,Orange Blossom,5949.89,0.82,205.34
1.07,1.29,20.18,6.81,0.76,25.09,26.21,Borage,5080.33,0.66,492.92
1.9,1.85,15.91,2.81,0.73,26.67,40.88,Lavender,7790.49,0.64,384.48
8.96,1.69,23.84,2.68,0.74,20.03,25.87,Manuka,7397.05,0.66,646.3
9.77,1.68,18.36,3.97,0.77,33.06,35.89,Lavender,6012.99,0.84,508.35
5.19,1.83,18.82,4.46,0.78,40.03,29.68,Orange Blossom,3489.3,1.0,251.38
8.18,1.29,24.76,3.27,0.74,29.44,28.82,Acacia,4709.85,0.82,446.59
7.44,1.32,20.23,5.52,0.71,21.36,25.45,Rosemary,1667.07,0.64,479.2
8.4,1.32,22.74,5.48,0.78,39.22,42.83,Rosemary,6844.55,0.66,495.81
5.13,1.81,19.62,7.46,0.8,26.07,24.36,Sage,6356.74,0.95,877.16
3.82,1.64,15.62,2.57,0.86,33.82,41.79,Blueberry,4484.34,0.66,621.56
3.4,1.79,20.97,3.8,0.74,28.84,42.5,Sage,4860.28,0.8,738.09
3.49,1.75,14.28,3.91,0.7,28.56,39.17,Lavender,7451.87,0.82,496.27
4.21,1.44,18.94,5.23,0.72,46.17,44.14,Rosemary,1510.19,0.85,641.63
1.18,1.38,14.85,6.91,0.88,48.89,31.3,Sunflower,3310.17,0.9,799.08
5.42,1.46,14.77,2.5,0.78,41.1,26.52,Clover,8507.44,0.97,205.21
8.61,1.86,22.24,4.81,0.78,21.11,34.76,Alfalfa,3101.68,0.82,355.54
9.49,1.5,18.43,5.58,0.86,23.44,26.47,Sunflower,8192.53,0.66,586.28
5.03,1.22,23.5,7.04,0.87,37.7,24.52,Avocado,2774.16,0.97,944.43
6.76,1.44,18.82,7.12,0.82,47.92,31.31,Thyme,1579.63,1.0,916.22
1.33,1.57,16.15,4.5,0.76,42.09,35.4,Sunflower,8249.78,0.82,728.14
6.31,1.5,19.57,6.08,0.74,22.74,27.84,Heather,7097.36,0.97,900.34
9.53,1.41,13.22,3.34,0.71,22.65,24.09,Wildflower,3240.21,1.0,321.85
5.84,1.21,15.29,4.64,0.72,46.33,35.35,Heather,2597.6,1.0,926.3
3.09,1.66,18.31,5.66,0.89,36.52,36.1,Alfalfa,2132.69,0.66,283.24
5.14,1.85,14.6,5.55,0.9,34.58,39.28,Buckwheat,8445.04,0.99,678.97
7.6,1.8,18.21,5.41,0.78,45.45,27.04,Alfalfa,3999.74,0.66,286.27
2.14,1.76,21.16,2.65,0.83,39.72,22.02,Buckwheat,3493.13,0.66,449.49
8.17,1.77,22.35,2.58,0.74,24.03,35.53,Orange Blossom,5200.33,0.66,166.35
1.97,1.36,20.69,5.29,0.84,48.31,23.93,Tupelo,5925.99,0.88,821.1
3.69,1.65,15.9,4.74,0.74,20.9,34.09,Blueberry,9239.84,0.82,777.84
2.73,1.4,19.62,5.07,0.73,46.57,36.68,Heather,3291.25,0.9,835.44
3.29,1.85,21.69,3.13,0.76,49.1,26.35,Avocado,9669.07,0.8,776.29
2.28,1.37,15.91,3.13,0.75,26.21,34.15,Orange Blossom,9319.74,1.0,251.38
2.81,1.49,22.84,4.6,0.87,22.95,31.23,Clover,1629.79,0.8,167.81
6.21,1.32,24.79,5.58,0.74,27.07,42.23,Borage,4701.34,0.95,705.39
5.37,1.34,18.14,4.43,0.78,34.23,39.0,Heather,4778.31,1.0,926.3
1.28,1.48,19.25,2.55,0.83,33.9,41.31,Borage,9465.68,0.66,489.2
6.27,1.58,14.72,7.36,0.79,21.72,29.77,Blueberry,6905.26,0.97,919.93
9.5,1.35,18.34,4.14,0.79,33.51,22.42,Thyme,7264.42,0.82,748.4
2.46,1.64,18.12,3.89,0.77,47.71,29.85,Alfalfa,9788.14,0.8,343.85
6.67,1.71,17.27,2.81,0.89,34.94,36.42,Clover,4988.66,1.0,211.13
9.97,1.78,16.88,3.89,0.79,25.04,34.78,Sage,4590.73,1.0,926.3
6.24,1.68,13.72,6.79,0.87,43.95,43.62,Wildflower,7558.39,0.95,304.78
3.3,1.25,16.61,2.85,0.78,26.56,39.89,Clover,2088.24,0.64,134.0
7.21,1.44,21.83,6.82,0.8,32.03,36.24,Alfalfa,1714.57,0.9,387.15
2.85,1.24,14.21,7.24,0.8,43.07,38.35,Wildflower,4379.42,0.66,212.98
7.96,1.51,24.96,2.96,0.77,43.72,20.8,Borage,9875.35,0.61,454.17
4.83,1.71,14.23,3.38,0.85,44.71,21.6,Heather,6052.89,1.0,926.3
6.91,1.47,23.03,4.86,0.84,26.31,38.93,Sunflower,8649.37,1.0,885.99
7.16,1.22,20.81,7.2,0.86,32.98,41.88,Rosemary,4554.22,0.97,730.04
6.78,1.43,15.89,6.18,0.71,34.44,29.54,Manuka,3710.99,1.0,976.69
4.09,1.51,16.56,6.66,0.87,47.07,34.53,Sage,3389.24,0.66,612.96
6.38,1.54,18.5,6.0,0.71,36.42,34.98,Heather,3936.96,0.99,918.88
4.85,1.22,22.5,5.82,0.89,46.41,31.49,Blueberry,9571.37,0.94,894.35
1.17,1.22,15.76,3.12,0.79,26.04,37.96,Chestnut,8927.86,0.82,794.4
2.56,1.55,16.35,4.29,0.71,30.38,26.41,Wildflower,9261.79,0.84,270.95
6.37,1.76,23.77,4.83,0.79,24.76,26.68,Blueberry,2198.24,1.0,946.46
2.66,1.77,18.71,3.02,0.8,20.82,20.22,Rosemary,5481.03,0.8,601.58
8.62,1.68,24.01,6.54,0.83,44.4,32.62,Borage,4549.2,0.66,492.92
5.29,1.75,14.04,4.1,0.86,22.77,22.49,Lavender,4019.54,1.0,603.85
7.83,1.26,18.78,3.29,0.79,21.98,39.06,Sage,1799.32,0.8,736.24
1.35,1.34,16.92,7.29,0.78,39.85,33.8,Acacia,5527.97,0.89,484.66
4.23,1.37,17.65,6.3,0.78,44.42,30.79,Borage,8337.19,1.0,744.91
6.06,1.7,21.16,3.23,0.88,46.91,20.49,Thyme,1823.42,1.0,916.22
6.42,1.47,22.31,5.38,0.82,30.08,24.54,Acacia,7665.01,0.97,525.46
7.13,1.79,22.18,4.15,0.76,37.53,37.9,Eucalyptus,1897.45,1.0,694.53
4.32,1.79,19.37,7.28,0.84,49.55,20.74,Orange Blossom,4979.38,0.64,160.06
6.49,1.85,21.63,3.25,0.85,46.01,38.3,Manuka,6824.4,1.0,976.69
3.65,1.39,17.95,6.78,0.86,26.27,33.75,Buckwheat,3566.82,1.0,684.45
6.33,1.64,15.86,7.38,0.73,25.44,24.19,Borage,5351.07,0.95,705.39
2.62,1.29,21.01,3.2,0.82,45.68,21.81,Lavender,6397.02,0.8,481.16
4.07,1.59,19.39,6.51,0.83,33.13,24.86,Buckwheat,3940.4,0.66,449.49
3.13,1.77,23.55,6.81,0.79,42.52,27.82,Acacia,7693.66,0.66,359.59
8.91,1.81,24.51,3.2,0.77,43.77,30.83,Tupelo,1827.37,0.8,744.25
1.39,1.83,20.41,5.84,0.88,34.21,37.38,Alfalfa,1684.08,0.66,283.24
6.54,1.48,14.93,4.53,0.87,41.5,40.48,Eucalyptus,9911.88,1.0,694.53
2.41,1.56,19.3,3.13,0.7,39.32,21.98,Buckwheat,9866.33,0.79,540.59
2.18,1.51,21.35,7.2,0.8,34.28,26.89,Sage,2316.49,0.66,606.47
1.33,1.45,24.26,4.79,0.71,46.05,32.57,Sage,9361.33,0.82,761.27
5.87,1.43,12.17,3.4,0.73,28.99,27.86,Wildflower,8222.72,1.0,321.85
8.25,1.3,21.43,7.4,0.86,22.64,41.36,Thyme,4804.74,0.64,583.37
1.01,1.67,17.49,5.18,0.72,31.97,42.94,Lavender,5556.67,0.87,523.46
5.21,1.85,14.01,3.34,0.8,38.34,37.45,Chestnut,7054.1,1.0,966.61
1.74,1.56,17.34,6.4,0.84,23.99,20.95,Buckwheat,9423.19,0.85,579.63
5.8,1.52,13.79,6.45,0.87,25.66,34.27,Borage,9672.08,0.94,703.9
8.58,1.74,22.75,2.84,0.83,36.73,27.99,Lavender,2636.19,0.68,411.67
3.7,1.77,23.38,4.27,0.7,42.87,43.07,Buckwheat,3165.33,0.8,545.38
3.05,1.21,16.66,7.38,0.72,36.75,38.14,Orange Blossom,6980.35,0.68,171.38
9.87,1.74,12.05,3.9,0.84,38.42,21.85,Chestnut,2536.22,0.82,789.56
1.26,1.32,12.5,5.9,0.88,23.78,24.5,Wildflower,8315.72,0.64,204.93
4.38,1.54,20.65,6.03,0.72,23.69,32.88,Tupelo,9804.1,0.64,594.33
3.8,1.35,16.58,5.42,0.78,48.6,41.01,Rosemary,3719.07,0.64,480.71
4.49,1.32,21.29,3.34,0.8,43.97,43.59,Manuka,4320.51,0.8,778.25
4.14,1.7,20.94,7.39,0.74,38.16,38.79,Chestnut,2189.58,0.66,632.86
6.58,1.23,22.79,7.07,0.73,23.99,20.56,Sage,2829.47,0.95,877.16
7.28,1.26,16.9,3.59,0.85,43.5,31.87,Wildflower,2319.77,1.0,321.85
3.48,1.43,19.11,5.19,0.81,44.89,37.34,Avocado,4880.88,0.9,880.89
3.58,1.55,16.75,7.16,0.78,27.86,21.82,Sage,6714.45,0.64,589.79
9.31,1.22,15.63,3.42,0.9,35.27,23.08,Clover,6685.78,0.82,172.46
1.28,1.78,21.44,6.35,0.88,22.46,37.17,Buckwheat,8334.42,0.66,452.92
4.63,1.8,16.75,6.94,0.74,36.82,31.88,Acacia,4647.41,0.68,370.46
3.24,1.68,21.23,3.52,0.7,24.24,21.56,Sunflower,2806.63,0.8,705.97
6.52,1.81,17.8,3.2,0.89,33.97,35.99,Lavender,6287.19,1.0,603.85
6.41,1.27,12.06,2.86,0.87,28.32,41.69,Buckwheat,6708.93,0.95,648.14
2.56,1.27,24.29,4.52,0.83,25.56,21.84,Chestnut,2700.22,0.8,770.22
8.77,1.82,14.56,6.08,0.87,40.79,39.29,Borage,3365.48,0.66,492.92
1.79,1.34,12.65,3.56,0.84,26.51,22.65,Heather,9249.66,0.8,738.09
7.15,1.4,24.18,4.89,0.84,31.44,43.32,Wildflower,3343.04,1.0,321.85
4.72,1.71,23.68,4.23,0.85,23.39,34.01,Sage,8940.74,0.82,761.27
7.07,1.41,21.84,6.8,0.87,27.09,38.75,Heather,5141.36,1.0,926.3
5.64,1.69,19.79,7.17,0.87,44.85,31.43,Sunflower,5030.2,0.97,861.15
9.26,1.47,17.79,3.47,0.86,49.87,39.89,Manuka,5875.2,1.0,976.69
1.35,1.34,12.22,3.11,0.74,44.83,27.19,Wildflower,9897.13,0.8,255.81
7.89,1.64,16.99,5.82,0.88,36.4,42.0,Wildflower,9141.36,0.87,279.01
8.98,1.23,24.8,6.19,0.83,31.58,26.93,Eucalyptus,5457.55,0.68,473.48
2.68,1.61,21.78,5.77,0.74,46.89,35.09,Sunflower,7655.49,0.66,586.28
3.96,1.43,16.53,5.72,0.72,49.4,24.64,Thyme,7956.65,0.88,803.42
6.36,1.39,13.4,4.71,0.85,31.01,26.07,Wildflower,8025.97,1.0,321.85
8.57,1.56,17.44,7.14,0.75,45.88,32.35,Eucalyptus,3802.32,0.87,605.54
1.21,1.61,14.31,6.49,0.77,40.9,26.38,Lavender,4479.04,0.66,399.58
1.07,1.55,23.45,5.4,0.76,41.89,33.78,Alfalfa,5584.45,0.66,286.27
